,,,,,,,,,,,,Ancient Falchion,1,4 Relic,Any,Sword-1HC,1H,30,4,10,3,,10,3,,,11,7.00,4.89,3.57,2.77,2.03,1.58,4.25,3.79,1.28,1.14,3.11,2.77,1.58,1.58,R,,,,0,3.79,2.77,1.58,,,,0,3.79,2.77,1.58,Hit,30,125,83.75,4.25,3.11,1.58,,,,,,–,,
,,,,,,,,,,,,Assassin's Blade,20,6 Legacy,Str,Sword-1H,1H,30,7,19,3,,,,,,11,13.00,,6.63,4.99,3.78,2.84,0.00,0.00,0.00,0.00,7.17,4.99,2.94,2.84,RS,,,,0,0.00,4.99,2.84,Pen,15,100,58,0.00,6.42,2.93,Pen,35,125,88.75,0.00,7.17,2.94,,,,,,–,"Assassin, Spider cave, Meadowlands",
,,,,,,,,,,,,Autumn Redwood Bow,25,4 Relic,Str,Bow-S,Rng,,10,30,4,5,,,,4,0,20.00,14.10,7.90,5.57,0.00,0.00,13.56,9.95,0.00,0.00,7.59,5.57,0.00,0.00,SR,,,,0,9.95,5.57,0.00,Pen,20,125,73.75,13.56,7.59,0.00,Hit,15,100,58,10.80,6.05,0.00,,,,,,–,,
,,,,,,,,,,,,Backbiter,15,4 Relic,Str,Dagger,1H,35,6,12,2,,16,5,,,11,9.00,6.40,6.89,5.44,2.62,2.07,7.21,5.05,2.52,1.77,7.75,5.44,2.14,2.07,RS,,,,0,5.05,5.44,2.07,Pen,15,100,58,6.46,6.95,2.13,Pen,35,125,88.75,7.21,7.75,2.14,,,,,,–,"Backbiter, Wolf+Spider cave, south Meadowlands",
,,,,,,,,,,,,Barebow,25,5 Mythic,Str,Bow-S,Rng,,9,39,6,,,,,8,0,24.00,17.57,6.12,4.48,0.00,0.00,17.54,12.87,0.00,0.00,6.11,4.48,0.00,0.00,SR,,,,0,12.87,4.48,0.00,Pen,20,125,73.75,17.54,6.11,0.00,Hit,15,100,58,13.98,4.87,0.00,,,,,,–,"More Bare(?), Undecroft",
,,,,,,,,,,,,Bear Bone Mace,5,5 Mythic,DefSup,Mace-1H,1H,,7,11,4,,,,,5,11,9.00,6.41,3.44,2.71,0.00,0.00,5.67,5.04,0.00,0.00,3.04,2.71,0.00,0.00,F,Hit,30,125,83.75,5.67,3.04,0.00,,,,0,5.04,2.71,0.00,,,,0,5.04,2.71,0.00,,,,,,–,NewhavenValley: Misha,
,,,,,,,,,,,,Bear Training Stick,20,4 Relic,Sup,Staff,2H,,13,21,5,,,,,,40,17.00,,5.20,4.94,0.00,0.00,0.00,0.00,0.00,0.00,5.55,4.94,0.00,0.00,F,Hit,30,125,83.75,0.00,5.55,0.00,,,,0,0.00,4.94,0.00,,,,0,0.00,4.94,0.00,,,15-25,10,18,–,"Fawn, Marauder Stronghold, Dryfoot",
,,,,,,,,,,,,Beetle Basher,36,7 Legend,Def,Maul,2H,,22,58,6,,,45,,,40,40.00,33.13,10.20,11.83,0.00,0.00,54.55,38.42,0.00,0.00,16.79,11.83,0.00,0.00,RF,Dmg,3,100,46,51.05,15.71,0.00,,,,0,38.42,11.83,0.00,Dmg,5,125,58.75,54.55,16.79,0.00,,,,,,–,"Verdigrax, Dryfoot Fortress",
,,,,,,,,,,,,Blackened Crossbow,15,4 Relic,Sup,Xbow-S,Rng,,8,20,4,,5,,,5,0,14.00,10.04,5.36,3.84,0.00,0.00,11.23,7.20,0.00,0.00,5.99,3.84,0.00,0.00,SR,,,,0,7.20,3.84,0.00,Dmg,5,125,58.75,11.23,5.99,0.00,Hit,15,100,58,7.82,4.17,0.00,,,,,,–,,
,,,,,,,,,,,,Blade of the Slicer,40,5 Mythic,Any,Sword-1H,1H,30,12,40,3,,15,,,10,11,26.00,19.82,13.26,11.12,7.56,6.34,18.64,16.63,5.59,4.99,12.47,11.12,6.45,6.34,R,,,,0,16.63,11.12,6.34,,,,0,16.63,11.12,6.34,Hit,30,125,83.75,18.64,12.47,6.45,,,,,,–,,
,,,,,,,,,,,,Blightiron Dagger,43,3 Sup,Str,Dagger,1H,35,8,36,2,,26,,,4,11,22.00,16.11,16.83,13.63,6.40,5.18,18.75,13.05,6.56,4.57,19.59,13.63,5.68,5.18,RS,,,,0,13.05,13.63,5.18,Pen,15,100,58,16.77,17.52,5.63,Pen,35,125,88.75,18.75,19.59,5.68,,,,,,–,,
,,,,,,,,,,,,Blightiron Hatchet,43,3 Sup,Any,Axe-1H,1H,20,13,48,4,4,,,,7,11,30.50,22.13,11.97,9.58,9.10,7.28,26.52,17.70,5.30,3.54,14.35,10.40,8.16,7.39,RS,,,,0,17.70,,,Hit,15,100,58,19.23,10.40,7.39,Dmg,5,125,58.75,26.52,14.35,8.16,,,,,,–,"Blighted, Highland Hills north",
,,,,,,,,,,,,Blightiron Mace,43,3 Sup,DefSup,Mace-1H,1H,,21,45,4,,21,,,5,11,33.00,24.23,12.62,10.24,0.00,0.00,22.01,19.65,0.00,0.00,10.24,10.24,0.00,0.00,F,Hit,30,125,83.75,22.01,,,,,,0,19.65,10.24,0.00,,,,0,19.65,10.24,0.00,,,,,,–,,
,,,,,,,,,,,,Blightroot Curved Short Sword,40,3 Sup,Any,Sword-1H,1H,30,11,35,3,,,,,,11,23.00,15.59,11.73,8.83,6.69,5.03,16.13,11.74,4.84,3.52,12.13,8.83,5.58,5.03,F,Dmg,20,50,41.5,16.13,12.13,5.58,,,,0,11.74,8.83,5.03,,,,0,11.74,8.83,5.03,,,,9,9,–,Blight Root Grove 3c loop,
,,,,,,,,,,,,Blightwood Quarterstaff,43,3 Sup,Sup,Staff,2H,,22,46,5,,,,,18,40,34.00,27.20,10.40,11.15,0.00,0.00,32.76,29.14,0.00,0.00,12.53,11.15,0.00,0.00,F,Hit,30,125,83.75,32.76,12.53,0.00,,,,0,29.14,11.15,0.00,,,,0,29.14,11.15,0.00,,,15-25,,,–,,
,,,,,,,,,,,,Bloodletter,36,5 Mythic,Any,Axe-1H,1H,20,12,42,4,,,8,,8,11,27.00,20.55,10.33,8.66,7.85,6.58,25.74,17.24,5.15,3.45,12.94,8.66,7.30,6.58,SF,Dmg,3,100,46,23.90,12.01,7.25,Dmg,5,125,58.75,25.74,12.94,7.30,,,,0,17.24,8.66,6.58,,,,,,–,"Prophet Loxar, Forgotten Depths 2",
,,,,,,,,,,,,Bloodrite Great Axe,36,6 Legacy,Str,Axe-2H,2H,,12,54,6,,,,8,16,40,33.00,27.75,8.42,8.90,0.00,0.00,42.28,29.35,0.00,0.00,12.82,8.90,0.00,0.00,SR,,,,0,29.35,8.90,0.00,Dmg,5,125,68.75,42.28,12.82,0.00,Hit,100,100,151,35.92,10.89,0.00,,,0-10,,,–,Freehold: Freehold Zealot,
,,,,,,,,,,,,Bloodrite Great Sword,36,6 Legacy,Str,Sword-2H,2H,,12,54,6,,,,8,16,40,33.00,27.75,8.42,8.90,0.00,0.00,33.43,29.35,0.00,0.00,10.14,8.90,0.00,0.00,S,,,,0,29.35,8.90,0.00,Hit,30,125,93.75,33.43,10.14,0.00,,,,0,29.35,8.90,0.00,,,15-25,,,–,Freehold: Freehold Zealot,
,,,,,,,,,,,,Bloodrite Maul,36,6 Legacy,Def,Maul,2H,,18,48,6,,,,8,16,40,33.00,27.75,8.42,8.90,0.00,0.00,42.28,29.35,0.00,0.00,12.82,8.90,0.00,0.00,SF,Dmg,3,100,54,39.51,11.98,0.00,Dmg,5,125,68.75,42.28,12.82,0.00,,,,0,29.35,8.90,0.00,,,0-10,,,–,Freehold: Freehold Zealot,
,,,,,,,,,,,,Bloodrite Maul,36,6 Legacy,Def,Maul,2H,,12,54,6,,,,,16,40,33.00,25.96,8.42,8.90,0.00,0.00,27.45,27.45,0.00,0.00,8.90,8.90,0.00,0.00,,,,,0,27.45,8.90,0.00,,,,0,27.45,8.90,0.00,,,,0,27.45,8.90,0.00,,,10-20,19,35,–,Freehold: Freehold Zealot,
,,,,,,,,,,,,Bloodvale Dagger,46,3 Sup,Str,Dagger,1H,,9,41,2,,23,,,6,11,25.00,18.58,19.13,15.69,7.27,5.96,21.91,15.24,0.00,0.00,22.55,15.69,6.62,5.96,RS,,,,0,15.24,15.69,5.96,Pen,15,100,58,19.60,20.17,6.55,Pen,35,125,88.75,21.91,22.55,6.62,,,,,,–,Freehold: Freehold Zealot,
,,,,,,,,,,,,Bloody Great Sword,43,4 Relic,Str,Sword-2H,2H,,16,72,5,,,,,22,40,44.00,36.40,13.46,14.79,0.00,0.00,54.48,39.98,0.00,0.00,20.15,14.79,0.00,0.00,RF,Dmg,3,100,46,51.33,18.99,0.00,,,,0,39.98,14.79,0.00,Dmg,5,125,58.75,54.48,20.15,0.00,,,,,,–,"Bloody Baron, Freehold",
,,,,,,,,,,,,Bone Caller Dagger,33,4 Relic,Str,Dagger,1H,35,6,30,2,,5,5,,5,11,18.00,13.23,13.77,11.18,5.23,4.25,15.32,10.74,5.36,3.76,15.95,11.18,4.57,4.25,RS,,,,0,10.74,11.18,4.25,Pen,15,100,58,13.73,14.30,4.54,Pen,35,125,88.75,15.32,15.95,4.57,,,,,,–,,
,,,,,,,,,,,,Bone Cracker,25,???,Def,Maul,2H,,9,30,6,,20,,,15,40,19.50,15.66,4.97,5.38,0.00,0.00,23.36,16.94,0.00,0.00,7.42,5.38,0.00,0.00,RF,Dmg,3,100,46,21.97,6.98,0.00,,,,0,16.94,5.38,0.00,Dmg,5,125,58.75,23.36,7.42,0.00,,,,,,–,"Skulluta, Undercroft",
,,,,,,,,,,,,Bone-Handled Fish Gutter,35,4 Relic,Str,Dagger,1H,35,8,32,2,,,6,,6,11,20.00,14.80,15.30,12.50,5.81,4.75,17.22,12.09,6.03,4.23,17.80,12.50,5.15,4.75,RS,,,,0,12.09,12.50,4.75,Pen,15,100,58,15.44,15.96,5.11,Pen,35,125,88.75,17.22,17.80,5.15,,,,,,–,"Salvaging the Salvage Operation, Grimstone Canyon",
,,,,,,,,,,,,Brookhollow Crossbow,20,3 Sup,Sup,Xbow-S,Rng,,8,20,4,,20,,,,0,14.00,,5.36,3.74,0.00,0.00,0.00,0.00,0.00,0.00,5.93,3.74,0.00,0.00,SR,,,,0,0.00,3.74,0.00,Dmg,5,125,58.75,0.00,5.93,0.00,Hit,15,100,58,0.00,4.05,0.00,5,,,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Curved Sword,20,3 Sup,Any,Sword-1H,1H,30,7,16,3,5,,5,,,11,11.50,,6.06,4.67,3.45,2.66,0.00,0.00,0.00,0.00,5.25,4.67,2.68,2.66,R,,,,0,0.00,4.67,2.66,,,,0,0.00,4.67,2.66,Hit,30,125,83.75,0.00,5.25,2.68,,,,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Dagger,20,3 Sup,Str,Dagger,1H,35,6,12,2,,30,,,,11,9.00,,6.89,5.41,2.62,2.06,0.00,0.00,0.00,0.00,7.78,5.41,2.14,2.06,RS,,,,0,0.00,5.41,2.06,Pen,15,100,58,0.00,6.96,2.13,Pen,35,125,88.75,0.00,7.78,2.14,,,,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Great Axe,20,3 Sup,Str,Axe-2H,2H,,9,27,6,,,,,10,40,18.00,,4.59,4.67,0.00,0.00,0.00,0.00,0.00,0.00,6.50,4.67,0.00,0.00,SR,,,,0,0.00,4.67,0.00,Dmg,5,125,58.75,0.00,6.50,0.00,Hit,15,100,58,0.00,5.07,0.00,,,0-10,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Great Sword,20,3 Sup,Str,Sword-2H,2H,,9,27,5,,40,,,,40,18.00,,5.51,5.54,0.00,0.00,0.00,0.00,0.00,0.00,6.19,5.54,0.00,0.00,S,,,,0,0.00,5.54,0.00,Hit,30,125,83.75,0.00,6.19,0.00,,,,0,0.00,5.54,0.00,10,,15-25,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Hatchet,20,3 Sup,Any,Axe-1H,1H,20,7,19,4,,,,,5,11,13.00,,4.97,3.91,3.78,2.97,0.00,0.00,0.00,0.00,5.89,3.91,3.12,2.97,RS,,,,0,0.00,3.91,2.97,Hit,15,100,58,0.00,4.25,2.99,Dmg,5,125,58.75,0.00,5.89,3.12,,,,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Heavy Crossbow,20,3 Sup,Sup,Xbow-L,Rng,,8,26,6,7,,,,,0,17.00,,4.53,3.07,0.00,0.00,0.00,0.00,0.00,0.00,4.88,3.07,0.00,0.00,SR,,,,0,0.00,3.07,0.00,Dmg,5,125,58.75,0.00,4.88,0.00,Hit,15,100,58,0.00,3.34,0.00,5,,,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Knuckles,20,3 Sup,Str,Fist,1H,35,6,12,2,,9,,,4,11,9.00,,6.89,5.44,2.62,2.07,0.00,0.00,0.00,0.00,7.82,5.44,2.15,2.07,SR,,,,0,0.00,5.44,2.07,Pen,35,125,88.75,0.00,7.82,2.15,Hit,15,100,58,0.00,5.90,2.09,,,,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Long Bow,20,3 Sup,Str,Bow-L,Rng,,8,26,6,,,,,5,0,17.00,,4.34,3.09,0.00,0.00,0.00,0.00,0.00,0.00,4.21,3.09,0.00,0.00,SR,,,,0,0.00,3.09,0.00,Pen,20,125,73.75,0.00,4.21,0.00,Hit,15,100,58,0.00,3.35,0.00,,,,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Long Sword,20,3 Sup,Str,Sword-2H,2H,,9,24,4,,,14,,,40,16.50,,6.31,6.40,0.00,0.00,0.00,0.00,0.00,0.00,7.20,6.40,0.00,0.00,F,Hit,30,125,83.75,0.00,7.20,0.00,,,,0,0.00,6.40,0.00,,,,0,0.00,6.40,0.00,10,,5-15,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Mace,20,3 Sup,DefSup,Mace-1H,1H,,11,17,4,,,,,,11,14.00,,5.36,4.03,0.00,0.00,0.00,0.00,0.00,0.00,4.53,4.03,0.00,0.00,F,Hit,30,125,83.75,0.00,4.53,0.00,,,,0,0.00,4.03,0.00,,,,0,0.00,4.03,0.00,6,5,,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Maul,20,3 Sup,Def,Maul,2H,,12,24,6,,,,,10,40,18.00,,4.59,4.67,0.00,0.00,0.00,0.00,0.00,0.00,6.50,4.67,0.00,0.00,SF,Dmg,3,100,46,0.00,6.10,0.00,Dmg,5,125,58.75,0.00,6.50,0.00,,,,0,0.00,4.67,0.00,,,0-10,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Quarterstaff,20,3 Sup,Sup,Staff,2H,,12,18,5,,30,,,,40,15.00,,4.59,4.55,0.00,0.00,0.00,0.00,0.00,0.00,5.09,4.55,0.00,0.00,F,Hit,30,125,83.75,0.00,5.09,0.00,,,,0,0.00,4.55,0.00,,,,0,0.00,4.55,0.00,,,15-25,,,6 Avoid,Freeing the Meadowlands,That's a lot of avoid!
,,,,,,,,,,,,Brookhollow Short Bow,20,3 Sup,Str,Bow-S,Rng,,8,20,4,7,11,,,,0,14.00,,5.60,3.86,0.00,0.00,0.00,0.00,0.00,0.00,5.26,3.86,0.00,0.00,SF,Hit,15,100,58,0.00,4.19,0.00,Pen,20,125,73.75,0.00,5.26,0.00,,,,0,0.00,3.86,0.00,,,,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Short Sword,20,3 Sup,Any,Sword-1H,1H,30,7,16,3,,7,,,4,11,11.50,,5.87,4.62,3.34,2.63,0.00,0.00,0.00,0.00,6.47,5.01,2.78,2.65,RSF,Hit,15,100,58,0.00,5.01,2.65,Pen,10,100,53,0.00,5.83,2.71,Dmg,3,100,46,0.00,6.47,2.78,,,,,,–,Freeing the Meadowlands,
,,,,,,,,,,,,Brookhollow Spear,20,3 Sup,Def,Polearm,2H,,9,27,6,,,,,6,40,18.00,,4.59,4.54,0.00,0.00,0.00,0.00,0.00,0.00,4.54,4.54,0.00,0.00,,,,,0,0.00,4.54,0.00,,,,0,0.00,4.54,0.00,,,,0,0.00,4.54,0.00,,,10-20,13,25,–,Freeing the Meadowlands,
,,,,,,,,,,,,Budding Quarterstaff,20,4 Relic,Sup,Staff,2H,,13,21,5,6,16,,,2,40,17.00,,5.41,5.33,0.00,0.00,0.00,0.00,0.00,0.00,5.97,5.33,0.00,0.00,F,Hit,30,125,83.75,0.00,5.97,0.00,,,,0,0.00,5.33,0.00,,,,0,0.00,5.33,0.00,,,15-25,,,6 Healing,"Protector of the Grove, Arborholme, Highland Hills south",
,,,,,,,,,,,,Cabal Guardian Sword,30,6 Legacy,Def,Sword-1H,1H,30,9,27,3,,,,,8,11,18.00,13.18,9.18,7.41,0.00,0.00,14.75,11.55,4.42,3.46,10.27,8.04,0.00,0.00,RSF,Hit,15,100,58,11.55,8.04,0.00,Pen,10,100,53,13.41,9.34,0.00,Dmg,3,100,46,14.75,10.27,0.00,,8,,,,–,"Cabal Guardian, Forgotten Depths, Redshore",
,,,,,,,,,,,,Cabal Manslayer Sword,30,6 Legacy,Str,Sword-1H,1H,30,9,27,3,,,8,,8,11,18.00,13.70,9.18,7.70,5.23,4.39,15.93,12.48,4.78,3.74,10.67,8.36,4.78,4.44,RSF,Hit,15,100,58,12.48,8.36,4.44,Pen,10,100,53,14.38,9.63,4.59,Dmg,3,100,46,15.93,10.67,4.78,,,,,,8 EDR,"Cabal Manslayer, Forgotten Depths 1",
,,,,,,,,,,,,Cabal Prophet Sword,30,6 Legacy,Sup,Sword-1H,1H,30,9,27,3,,,,,8,11,18.00,13.18,9.18,7.41,0.00,0.00,14.75,11.55,4.42,3.46,10.27,8.04,0.00,0.00,RSF,Hit,15,100,58,11.55,8.04,0.00,Pen,10,100,53,13.41,9.34,0.00,Dmg,3,100,46,14.75,10.27,0.00,,,,,,"8 Healing, 8 EDR","Cabal Prophet, Forgotten Depths, Redshore",
,,,,,,,,,,,,Cestus of Allegiance,43,5 Mythic,Str,Fist,1H,35,16,34,2,8,,,,8,11,25.00,18.31,20.13,16.24,7.65,6.17,21.23,14.77,7.43,5.17,23.34,16.24,6.88,6.17,RS,,,,0,14.77,16.24,6.17,Pen,15,100,58,18.99,20.88,6.81,Pen,35,125,88.75,21.23,23.34,6.88,4,,,,,–,Irreconcilable Differences,
,,,,,,,,,,,,Champion's Sword,20,6 Legacy,Any,Sword-1H,1H,30,7,23,4,,,,,7,11,15.00,,5.74,4.59,4.36,3.49,0.00,0.00,0.00,0.00,6.38,4.99,3.68,3.51,RSF,Hit,15,100,58,0.00,4.99,3.51,Pen,10,100,53,0.00,5.79,3.59,Dmg,3,100,46,0.00,6.38,3.68,,,,5,,–,"Drybone Champion, Drybone Stronghold",
,,,,,,,,,,,,Chaos Hatchet,25,6 Legacy,Any,Axe-1H,1H,20,4,40,4,,,,,,11,22.00,14.92,8.42,6.33,6.40,4.81,17.17,11.23,3.43,2.25,9.69,6.33,5.23,4.81,RS,,,,0,11.23,6.33,4.81,Hit,15,100,58,12.19,6.88,4.86,Dmg,5,125,58.75,17.17,9.69,5.23,,,,,,–,"Bayne, Undercroft",
,,,,,,,,,,,,Chipped Tooth Blade,25,4 Relic,Any,Sword-1H,1H,30,8,23,3,,13,10,,,11,15.50,11.24,7.91,6.36,4.51,3.63,10.15,9.05,3.04,2.71,7.14,6.36,3.66,3.63,R,,,,0,9.05,6.36,3.63,,,,0,9.05,6.36,3.63,Hit,30,125,83.75,10.15,7.14,3.66,,,,,,–,"???, Flooded Ruins",
,,,,,,,,,,,,Chitin Bark Knife,25,4 Relic,Str,Dagger,1H,35,6,21,2,,,,,,11,13.50,9.15,10.33,7.77,3.92,2.95,8.07,6.89,2.83,2.41,9.11,7.77,2.99,2.95,FR,Hit,30,200,116,8.07,9.11,2.99,,,,0,6.89,7.77,2.95,Hit,3,100,46,7.36,8.30,2.99,,,,5,16,–,"Northern Woods Queen Ant, Redshore",
,,,,,,,,,,,,Claw,15,4 Relic,Any,Sword-1H,1H,30,7,16,3,4,,,,,11,11.50,7.80,6.02,4.53,3.43,2.58,6.60,5.87,1.98,1.76,5.09,4.53,2.60,2.58,R,,,,0,5.87,4.53,2.58,,,,0,5.87,4.53,2.58,Hit,30,125,83.75,6.60,5.09,2.60,8,,,,,–,"Claw, Wolf+Spider cave, Meadowlands",
,,,,,,,,,,,,Cliffwalker's Long Bow,33,3 Sup,Str,Bow-L,Rng,,10,46,6,,,5,,5,0,28.00,20.43,7.14,5.21,0.00,0.00,20.18,14.90,0.00,0.00,7.05,5.21,0.00,0.00,SR,,,,0,14.90,5.21,0.00,Pen,20,125,73.75,20.18,7.05,0.00,Hit,15,100,58,16.18,5.66,0.00,,,,,,–,Threat of Grimstone,
,,,,,,,,,,,,Cliffwalker's Mace,30,3 Sup,DefSup,Mace-1H,1H,,18,28,4,,12,,,5,11,23.00,16.67,8.80,7.04,0.00,0.00,14.97,13.34,0.00,0.00,7.90,7.04,0.00,0.00,F,Hit,30,125,83.75,14.97,7.90,0.00,,,,0,13.34,7.04,0.00,,,,0,13.34,7.04,0.00,,,,,,–,Threat of Grimstone,
,,,,,,,,,,,,Comet,25,7 Legend,Str,Sword-2H,2H,,11,41,4,16,16,16,,,40,26.00,19.47,10.99,11.52,0.00,0.00,25.88,20.41,0.00,0.00,14.60,11.52,0.00,0.00,R,,,,0,20.41,11.52,0.00,,,,0,20.41,11.52,0.00,Dmg,16,50,37.5,25.88,14.60,0.00,,,5-15,,,–,"Todee, Flooded Ruins, Redshore",
,,,,,,,,,,,,Courier's Rapier,15,4 Relic,Sup,Sword-1H,1H,0,7,16,3,,,,,,11,11.50,7.80,5.87,4.41,0.00,0.00,8.00,5.87,0.00,0.00,6.02,4.41,0.00,0.00,F,Pen,20,125,73.75,8.00,6.02,0.00,,,,0,5.87,4.41,0.00,,,,0,5.87,4.41,0.00,,,,5,5,–,"Exile Courier, Meadowlands",
,,,,,,,,,,,,Crossbow of Allegiance,43,5 Mythic,Sup,Xbow-S,Rng,,19,59,4,8,24,,,5,0,39.00,28.75,15.70,11.57,0.00,0.00,33.06,21.20,0.00,0.00,18.05,11.57,0.00,0.00,SR,,,,0,21.20,11.57,0.00,Dmg,5,125,58.75,33.06,18.05,0.00,Hit,15,100,58,22.96,12.53,0.00,4,,,,,–,Irreconcilable Differences,
,,,,,,,,,,,,Crossbow of the Crow,25,2 Adv,Sup,Xbow-S,Rng,,8,24,4,,,,,,0,16.00,10.85,6.12,4.15,0.00,0.00,10.03,7.36,0.00,0.00,5.66,4.15,0.00,0.00,F,Pen,20,125,73.75,10.03,5.66,0.00,,,,0,7.36,4.15,0.00,,,,0,7.36,4.15,0.00,,,,,,–,Veins Odyssey,
,,,,,,,,,,,,Crossbow of the Jackdaw,50,2 Adv,Sup,Xbow-S,Rng,,16,46,4,,,,,,0,31.00,21.02,11.86,8.04,0.00,0.00,19.43,14.25,0.00,0.00,10.96,8.04,0.00,0.00,F,Pen,20,125,73.75,19.43,10.96,0.00,,,,0,14.25,,0.00,,,,0,14.25,8.04,0.00,,,,,,–,Veins Odyssey,
